distilbert_score,vader_score,textblob_score
0.0,-0.1759,-0.36458333333333337
0.0,0.6898,0.8
0.0,0.5093,0.001666666666666668
0.0,-0.3167,0.0
0.0,-0.5709,-0.7999999999999999
0.0,0.2244,0.55
0.0,-0.4003,0.0
0.0,0.7171,0.0625
0.0,0.1531,0.15
0.0,-0.1027,-0.1
0.0,-0.5267,0.3125
0.0,0.7959,0.08
0.0,-0.9151,0.16562500000000002
0.0,0.0,0.075
0.0,0.9818,0.61
0.0,-0.2263,0.0
0.0,0.4671,0.4714285714285715
0.0,-0.4728,-0.5571428571428572
0.0,0.8176,0.3
0.0,-0.1806,-0.2916666666666667
0.0,0.0,0.0
0.0,0.3506,0.0
0.0,0.0,0.2
0.0,0.7345,0.1722727272727273
0.0,-0.5411,-0.140625
0.0,0.6503,0.2777777777777778
0.0,0.6103,-0.07777777777777779
0.0,0.8253,0.5625
0.0,-0.2023,0.08333333333333334
0.0,-0.4516,0.0
0.0,0.8402,0.175
0.0,0.5719,0.31666666666666665
0.0,0.8856,0.07013888888888889
0.0,0.7897,0.3
0.0,0.0,0.0
0.0,0.6808,0.4583333333333333
0.0,0.0,0.0
0.0,0.6856,0.0
0.0,0.2148,0.2809523809523809
0.0,-0.3818,0.2
0.0,0.0,0.4
0.0,-0.7202,-0.175
0.0,0.9027,0.5
0.0,-0.4738,0.2109375
0.0,-0.5009,-0.25
0.0,0.0,0.05909090909090909
0.0,0.63,0.65
0.0,-0.6041,0.0
0.0,-0.0873,0.5
0.0,0.4588,0.39285714285714285
0.0,0.7351,0.2625
0.0,0.2263,0.07499999999999998
0.0,0.5647,-0.15
0.0,0.8908,0.6625000000000001
0.0,0.765,0.0
0.0,-0.6249,0.0
0.0,0.0,-0.3
0.0,0.4007,-0.109375
0.0,0.4767,-0.03125
0.0,-0.3818,-0.6
0.0,-0.4957,-0.04999999999999999
0.0,-0.2263,-0.05555555555555555
0.0,-0.1779,-0.4
0.0,0.0,-0.09375
0.0,0.0,0.475
0.0,-0.4767,0.0
0.0,-0.4199,-0.08333333333333333
0.0,0.0,0.25
0.0,-0.1761,-0.52
0.0,-0.5319,0.0
0.0,-0.5106,0.04166666666666666
0.0,0.25,-0.3
0.0,0.7425,0.3121212121212121
0.0,0.0,0.25
0.0,0.0,0.0
0.0,0.7935,0.5
0.0,0.3182,0.14285714285714285
0.0,0.7263,0.4166666666666667
0.0,-0.296,0.0
0.0,0.7644,-0.25
0.0,0.0387,0.25
0.0,-0.2755,-0.07142857142857142
0.0,0.5106,0.5
0.0,-0.6369,0.25
0.0,-0.6486,-0.041666666666666664
0.0,0.4019,0.0
0.0,0.5859,0.425
0.0,-0.296,0.15000000000000002
0.0,0.6395,0.0
0.0,-0.5106,0.1
0.0,0.0,-0.25
0.0,0.0,-0.125
0.0,-0.5267,0.5
0.0,-0.8622,-1.0
0.0,0.1606,-0.3111111111111111
0.0,-0.8165,0.42857142857142855
0.0,-0.762,-0.2125
0.0,-0.0847,-0.2916666666666667
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.6771,0.0
0.0,0.4588,0.55
0.0,0.9062,0.7000000000000001
0.0,0.6597,0.0
0.0,0.0,0.0
0.0,-0.479,0.0
0.0,0.7128,0.0
0.0,-0.0772,0.0
0.0,-0.5255,-0.625
0.0,0.6834,0.6
0.0,-0.4019,0.14285714285714285
0.0,0.7579,0.25
0.0,-0.0516,-0.1125
0.0,0.5106,0.5
0.0,0.1779,0.00833333333333334
0.0,0.5106,0.5
0.0,0.7884,0.8375
0.0,0.0258,0.10250000000000002
0.0,-0.7003,0.0
0.0,-0.4215,0.2
0.0,0.5411,0.1125
0.0,-0.6588,0.0
0.0,0.8597,0.09444444444444444
0.0,0.4176,0.14166666666666666
0.0,0.7712,0.0
0.0,0.0,0.0
0.0,0.1186,0.175
0.0,-0.6563,-0.5
0.0,0.5023,0.0
0.0,0.7177,0.11249999999999999
0.0,0.3802,0.4375
0.0,-0.5513,0.10499999999999998
0.0,0.0,0.0
0.0,0.2942,0.5
0.0,0.8285,0.0
0.0,0.4005,0.375
0.0,0.4939,0.0
0.0,0.4003,0.0
0.0,0.2244,0.75
0.0,-0.1901,0.05555555555555555
0.0,0.2709,0.0
0.0,0.5023,0.2
0.0,-0.5983,0.0
0.0,0.8122,0.0546875
0.0,0.4767,0.5
0.0,0.4588,0.2
0.0,0.0,-0.19999999999999998
0.0,-0.6597,-0.09999999999999992
0.0,0.4389,0.15833333333333333
0.0,0.0,0.0
0.0,-0.7684,-0.2
0.0,0.0,0.1
0.0,-0.1901,-0.175
0.0,-0.7351,0.2
0.0,0.6808,0.2861111111111111
0.0,-0.5859,0.0
0.0,0.128,0.6000000000000001
0.0,0.8553,0.06818181818181818
0.0,-0.1351,0.0
0.0,0.0387,0.0
0.0,-0.8065,-0.45572916666666674
0.0,0.0,0.2
0.0,-0.7369,0.0
0.0,0.5124,0.5
0.0,0.1002,0.35
0.0,-0.7345,0.0
0.0,0.6841,0.55
0.0,-0.5859,-0.45
0.0,0.765,0.32222222222222224
0.0,0.4404,0.25
0.0,0.6486,0.8
0.0,-0.2411,-0.25
0.0,0.296,0.21481481481481482
0.0,0.4404,-0.2
0.0,0.765,0.0
0.0,0.0,0.25
0.0,0.6597,0.475
0.0,0.6486,0.25
0.0,-0.3164,-0.5
0.0,-0.7184,-0.075
0.0,-0.1306,0.2672727272727273
0.0,0.0,0.08750000000000001
0.0,0.6124,0.525
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.7579,0.5
0.0,-0.4003,-0.09166666666666667
0.0,0.7717,0.1875
0.0,-0.2732,0.35714285714285715
0.0,0.4019,0.6
0.0,0.8176,0.4
0.0,0.3612,0.2
0.0,-0.1611,0.2333333333333333
0.0,-0.6486,-0.1
0.0,0.7876,0.3
0.0,-0.4389,0.0
0.0,0.1901,0.0
0.0,0.2942,1.0
0.0,0.9097,0.48125
0.0,0.7177,0.27499999999999997
0.0,-0.7757,-0.4
0.0,0.743,0.6
0.0,0.2023,-0.25
0.0,0.4588,0.55
0.0,0.3612,-0.290625
